idx,idx1,idx2,address1,address2,opcode1,opcode2,instruction1,instruction2,matching1,src_file,srccode
11403,11403,11315,4bab,4b27,11 5b 5e,11 5b 5e,"ld de,$5e5b","ld de,$5e5b","ld de,$0000",math.asm,"LD	DE,5E5BH	;LOG(e)"
11404,11404,11316,4bae,4b2a,d9,d9,exx,exx,exx,math.asm,EXX
11405,11405,11317,4baf,4b2b,11 a9 d8,11 a9 d8,"ld de,$d8a9","ld de,$d8a9","ld de,$0000",math.asm,"LD	DE,0D8A9H"
11406,11406,11318,4bb2,4b2e,d9,d9,exx,exx,exx,math.asm,EXX
11407,11407,11319,4bb3,4b2f,06 7e,06 7e,"ld b,$7e","ld b,$7e","ld b,$00",math.asm,"LD	B,7EH"
11408,11408,11320,4bb5,4b31,cd 91 47,cd 0d 47,call $4791,call $470d,call $0000,math.asm,CALL	FMUL
11409,11409,11321,4bb8,4b34,af,af,xor a,xor a,xor a,math.asm,XOR	A
11410,11410,11322,4bb9,4b35,c9,c9,ret,ret,ret,math.asm,RET
11411,11411,11323,4bba,4b36,cd 36 4f,cd b2 4e,call $4f36,call $4eb2,call $0000,math.asm,ASN:            CALL	SFLOAT
11412,11412,11324,4bbd,4b39,cd 1f 50,cd 9b 4f,call $501f,call $4f9b,call $0000,math.asm,CALL	PUSH5
11413,11413,11325,4bc0,4b3c,cd 11 50,cd 8d 4f,call $5011,call $4f8d,call $0000,math.asm,CALL	COPY
11414,11414,11326,4bc3,4b3f,cd 91 47,cd 0d 47,call $4791,call $470d,call $0000,math.asm,CALL	FMUL
11415,11415,11327,4bc6,4b42,cd 87 4a,cd 03 4a,call $4a87,call $4a03,call $0000,math.asm,CALL	DONE
11416,11416,11328,4bc9,4b45,cd b9 46,cd 35 46,call $46b9,call $4635,call $0000,math.asm,CALL	RSUB
11417,11417,11329,4bcc,4b48,cd 8b 49,cd 07 49,call $498b,call $4907,call $0000,math.asm,CALL	SQR0
11418,11418,11330,4bcf,4b4b,cd 28 50,cd a4 4f,call $5028,call $4fa4,call $0000,math.asm,CALL	POP5
11419,11419,11331,4bd2,4b4e,0c,0c,inc c,inc c,inc c,math.asm,INC	C
11420,11420,11332,4bd3,4b4f,0d,0d,dec c,dec c,dec c,math.asm,DEC	C
11421,11421,11333,4bd4,4b50,3e 02,3e 02,"ld a,$02","ld a,$02","ld a,$00",math.asm,"LD	A,2"
11422,11422,11334,4bd6,4b52,d5,d5,push de,push de,push de,math.asm,PUSH	DE
11423,11423,11335,4bd7,4b53,28 70,28 70,"jr z,$+$72","jr z,$+$72","jr z,$+$00",math.asm,"JR	Z,ACS1"
11424,11424,11336,4bd9,4b55,d1,d1,pop de,pop de,pop de,math.asm,POP	DE
11425,11425,11337,4bda,4b56,cd 17 4b,cd 93 4a,call $4b17,call $4a93,call $0000,math.asm,CALL	RDIV
11426,11426,11338,4bdd,4b59,18 03,18 03,jr $+$05,jr $+$05,jr $+$00,math.asm,JR	ATN0
11427,11427,11339,4bdf,4b5b,cd 36 4f,cd b2 4e,call $4f36,call $4eb2,call $0000,math.asm,ATN:            CALL	SFLOAT
11428,11428,11340,4be2,4b5e,e5,e5,push hl,push hl,push hl,math.asm,ATN0:           PUSH	HL		;SAVE SIGN
11429,11429,11341,4be3,4b5f,cb bc,cb bc,"res 7,h","res 7,h","res 7,h",math.asm,"RES	7,H"
11430,11430,11342,4be5,4b61,11 13 54,11 13 54,"ld de,$5413","ld de,$5413","ld de,$0000",math.asm,"LD	DE,5413H	;TAN(PI/8)=SQR(2)-1"
11431,11431,11343,4be8,4b64,d9,d9,exx,exx,exx,math.asm,EXX
11432,11432,11344,4be9,4b65,11 d0 cc,11 d0 cc,"ld de,$ccd0","ld de,$ccd0","ld de,$0000",math.asm,"LD	DE,0CCD0H"
11433,11433,11345,4bec,4b68,d9,d9,exx,exx,exx,math.asm,EXX
11434,11434,11346,4bed,4b69,06 7e,06 7e,"ld b,$7e","ld b,$7e","ld b,$00",math.asm,"LD	B,7EH"
11435,11435,11347,4bef,4b6b,cd b4 4f,cd 30 4f,call $4fb4,call $4f30,call $0000,math.asm,CALL	FCP0		;COMPARE
11436,11436,11348,4bf2,4b6e,06 00,06 00,"ld b,$00","ld b,$00","ld b,$00",math.asm,"LD	B,0"
11437,11437,11349,4bf4,4b70,38 1c,38 1c,"jr c,$+$1e","jr c,$+$1e","jr c,$+$00",math.asm,"JR	C,ATN2"
11438,11438,11350,4bf6,4b72,11 82 1a,11 82 1a,"ld de,$1a82","ld de,$1a82","ld de,$0000",math.asm,"LD	DE,1A82H	;TAN(3*PI/8)=SQR(2)+1"
11439,11439,11351,4bf9,4b75,d9,d9,exx,exx,exx,math.asm,EXX
11440,11440,11352,4bfa,4b76,11 9a 79,11 9a 79,"ld de,$799a","ld de,$799a","ld de,$0000",math.asm,"LD	DE,799AH"
11441,11441,11353,4bfd,4b79,d9,d9,exx,exx,exx,math.asm,EXX
11442,11442,11354,4bfe,4b7a,06 81,06 81,"ld b,$81","ld b,$81","ld b,$00",math.asm,"LD	B,81H"
11443,11443,11355,4c00,4b7c,cd b4 4f,cd 30 4f,call $4fb4,call $4f30,call $0000,math.asm,CALL	FCP0		;COMPARE
11444,11444,11356,4c03,4b7f,38 08,38 08,"jr c,$+$0a","jr c,$+$0a","jr c,$+$00",math.asm,"JR	C,ATN1"
11445,11445,11357,4c05,4b81,cd 14 4b,cd 90 4a,call $4b14,call $4a90,call $0000,math.asm,CALL	RECIP		;X=1/X
11446,11446,11358,4c08,4b84,06 02,06 02,"ld b,$02","ld b,$02","ld b,$00",math.asm,"LD	B,2"
11447,11447,11359,4c0a,4b86,c3 12 4c,c3 8e 4b,jp $4c12,jp $4b8e,jp $0000,math.asm,JP	ATN2
11448,11448,11360,4c0d,4b89,cd 34 50,cd b0 4f,call $5034,call $4fb0,call $0000,math.asm,ATN1:           CALL	RATIO		;X=(X-1)/(X+1)
11449,11449,11361,4c10,4b8c,06 01,06 01,"ld b,$01","ld b,$01","ld b,$00",math.asm,"LD	B,1"
11450,11450,11362,4c12,4b8e,c5,c5,push bc,push bc,push bc,math.asm,ATN2:           PUSH	BC		;SAVE FLAG
11451,11451,11363,4c13,4b8f,cd 1f 50,cd 9b 4f,call $501f,call $4f9b,call $0000,math.asm,CALL	PUSH5
11452,11452,11364,4c16,4b92,cd 19 50,cd 95 4f,call $5019,call $4f95,call $0000,math.asm,CALL	SQUARE		;PUSH X*X
11453,11453,11365,4c19,4b95,cd 52 50,cd ce 4f,call $5052,call $4fce,call $0000,math.asm,CALL	POLY
11454,11454,11366,4c1c,4b98,35,35,dec (hl),dec (hl),dec (hl),math.asm,DW	0F335H		;a(13)
11455,11455,11367,4c1d,4b99,f3,f3,di,di,di,math.asm,
11456,11456,11368,4c1e,4b9a,d8,d8,ret c,ret c,ret c,math.asm,DW	37D8H
11457,11457,11369,4c1f,4b9b,37,37,scf,scf,scf,math.asm,
11458,11458,11370,4c20,4b9c,7b,7b,"ld a,e","ld a,e","ld a,e",math.asm,DB	7BH
11459,11459,11371,4c21,4b9d,91,91,sub c,sub c,sub c,math.asm,DW	6B91H		;a(11)
11460,11460,11372,4c22,4b9e,6b,6b,"ld l,e","ld l,e","ld l,e",math.asm,
11461,11461,11373,4c23,4b9f,b9,b9,cp c,cp c,cp c,math.asm,DW	0AAB9H
11462,11462,11374,4c24,4ba0,aa,aa,xor d,xor d,xor d,math.asm,
11463,11463,11375,4c25,4ba1,7c,7c,"ld a,h","ld a,h","ld a,h",math.asm,DB	7CH
11464,11464,11376,4c26,4ba2,de 41,de 41,"sbc a,$41","sbc a,$41","sbc a,$00",math.asm,DW	41DEH		;a(9)
11465,11465,11377,4c28,4ba4,97,97,sub a,sub a,sub a,math.asm,DW	6197H
11466,11466,11378,4c29,4ba5,61,61,"ld h,c","ld h,c","ld h,c",math.asm,
11467,11467,11379,4c2a,4ba6,7c,7c,"ld a,h","ld a,h","ld a,h",math.asm,DB	7CH
11468,11468,11380,4c2b,4ba7,7b,7b,"ld a,e","ld a,e","ld a,e",math.asm,DW	9D7BH		;a(7)
11469,11469,11381,4c2c,4ba8,9d,9d,"sbc a,l","sbc a,l","sbc a,l",math.asm,
11470,11470,11382,4c2d,4ba9,37,37,scf,scf,scf,math.asm,DW	9237H
11471,11471,11383,4c2e,4baa,92,92,sub d,sub d,sub d,math.asm,
11472,11472,11384,4c2f,4bab,7d,7d,"ld a,l","ld a,l","ld a,l",math.asm,DB	7DH
11473,11473,11385,4c30,4bac,5a,5a,"ld e,d","ld e,d","ld e,d",math.asm,DW	2A5AH		;a(5)
11474,11474,11386,4c31,4bad,2a cc 4c,2a cc 4c,"ld hl,($4ccc)","ld hl,($4ccc)","ld hl,($0000)",math.asm,
11475,11475,11387,4c34,4bb0,7d,7d,"ld a,l","ld a,l","ld a,l",math.asm,DB	7DH
11476,11476,11388,4c35,4bb1,5c,5c,"ld e,h","ld e,h","ld e,h",math.asm,DW	0A95CH		;a(3)
11477,11477,11389,4c36,4bb2,a9,a9,xor c,xor c,xor c,math.asm,
11478,11478,11390,4c37,4bb3,aa,aa,xor d,xor d,xor d,math.asm,DW	0AAAAH
11479,11479,11391,4c38,4bb4,aa,aa,xor d,xor d,xor d,math.asm,
11480,11480,11392,4c39,4bb5,7e,7e,"ld a,(hl)","ld a,(hl)","ld a,(hl)",math.asm,DB	7EH
11481,11481,11393,4c3a,4bb6,00,00,nop,nop,nop,math.asm,DW	0		;a(1)
11482,11482,11394,4c3b,4bb7,00,00,nop,nop,nop,math.asm,
11483,11483,11395,4c3c,4bb8,00,00,nop,nop,nop,math.asm,DW	0
11484,11484,11396,4c3d,4bb9,00,00,nop,nop,nop,math.asm,
11485,11485,11397,4c3e,4bba,80,80,"add a,b","add a,b","add a,b",math.asm,DB	80H
11486,11486,11398,4c3f,4bbb,cd 28 50,cd a4 4f,call $5028,call $4fa4,call $0000,math.asm,CALL	POP5
11487,11487,11399,4c42,4bbe,cd 28 50,cd a4 4f,call $5028,call $4fa4,call $0000,math.asm,CALL	POP5
11488,11488,11400,4c45,4bc1,cd 91 47,cd 0d 47,call $4791,call $470d,call $0000,math.asm,CALL	FMUL
11489,11489,11401,4c48,4bc4,f1,f1,pop af,pop af,pop af,math.asm,POP	AF
11490,11490,11402,4c49,4bc5,cd 92 4a,cd 0e 4a,call $4a92,call $4a0e,call $0000,math.asm,ACS1:           CALL	PIBY4		;PI/4
11491,11491,11403,4c4c,4bc8,1f,1f,rra,rra,rra,math.asm,RRA
11492,11492,11404,4c4d,4bc9,f5,f5,push af,push af,push af,math.asm,PUSH	AF
11493,11493,11405,4c4e,4bca,dc c9 46,dc 45 46,"call c,$46c9","call c,$4645","call c,$0000",math.asm,"CALL	C,FADD"
11494,11494,11406,4c51,4bcd,f1,f1,pop af,pop af,pop af,math.asm,POP	AF
11495,11495,11407,4c52,4bce,04,04,inc b,inc b,inc b,math.asm,INC	B
11496,11496,11408,4c53,4bcf,1f,1f,rra,rra,rra,math.asm,RRA
11497,11497,11409,4c54,4bd0,dc b9 46,dc 35 46,"call c,$46b9","call c,$4635","call c,$0000",math.asm,"CALL	C,RSUB"
11498,11498,11410,4c57,4bd3,f1,f1,pop af,pop af,pop af,math.asm,POP	AF
11499,11499,11411,4c58,4bd4,b7,b7,or a,or a,or a,math.asm,OR	A
11500,11500,11412,4c59,4bd5,f0,f0,ret p,ret p,ret p,math.asm,RET	P
11501,11501,11413,4c5a,4bd6,cb fc,cb fc,"set 7,h","set 7,h","set 7,h",math.asm,"SET	7,H		;MAKE NEGATIVE"
11502,11502,11414,4c5c,4bd8,af,af,xor a,xor a,xor a,math.asm,XOR	A
11503,11503,11415,4c5d,4bd9,c9,c9,ret,ret,ret,math.asm,RET
11504,11504,11416,4c5e,4bda,cd ba 4b,cd 36 4b,call $4bba,call $4b36,call $0000,math.asm,ACS:            CALL	ASN
11505,11505,11417,4c61,4bdd,3e 02,3e 02,"ld a,$02","ld a,$02","ld a,$00",math.asm,"LD	A,2"
11506,11506,11418,4c63,4bdf,f5,f5,push af,push af,push af,math.asm,PUSH	AF
11507,11507,11419,4c64,4be0,18 e3,18 e3,jr $-$1b,jr $-$1b,jr $-$00,math.asm,JR	ACS1
11508,11508,11420,4c66,4be2,cd 36 4f,cd b2 4e,call $4f36,call $4eb2,call $0000,math.asm,STRmat:            CALL	SFLOAT
11509,11509,11421,4c69,4be5,06 00,06 00,"ld b,$00","ld b,$00","ld b,$00",math.asm,"LD	B,0		;DEFAULT PT. POSITION"
11510,11510,11422,4c6b,4be7,cb 7c,cb 7c,"bit 7,h","bit 7,h","bit 7,h",math.asm,"BIT	7,H		;NEGATIVE?"
11511,11511,11423,4c6d,4be9,28 06,28 06,"jr z,$+$08","jr z,$+$08","jr z,$+$00",math.asm,"JR	Z,STR10"
11512,11512,11424,4c6f,4beb,cb bc,cb bc,"res 7,h","res 7,h","res 7,h",math.asm,"RES	7,H"
11513,11513,11425,4c71,4bed,3e 2d,3e 2d,"ld a,$2d","ld a,$2d","ld a,$00",math.asm,"LD	A,'-'"
11514,11514,11426,4c73,4bef,12,12,"ld (de),a","ld (de),a","ld (de),a",math.asm,"LD	(DE),A		;STORE SIGN"
11515,11515,11427,4c74,4bf0,13,13,inc de,inc de,inc de,math.asm,INC	DE
11516,11516,11428,4c75,4bf1,af,af,xor a,xor a,xor a,math.asm,STR10:          XOR	A		;CLEAR A
11517,11517,11429,4c76,4bf2,b9,b9,cp c,cp c,cp c,math.asm,CP	C
11518,11518,11430,4c77,4bf3,28 47,28 47,"jr z,$+$49","jr z,$+$49","jr z,$+$00",math.asm,"JR	Z,STR2mat		;ZERO"
11519,11519,11431,4c79,4bf5,d5,d5,push de,push de,push de,math.asm,PUSH	DE		;SAVE TEXT POINTER
11520,11520,11432,4c7a,4bf6,78,78,"ld a,b","ld a,b","ld a,b",math.asm,"LD	A,B"
11521,11521,11433,4c7b,4bf7,f5,f5,push af,push af,push af,math.asm,STR11:          PUSH	AF		;SAVE DECIMAL COUNTER
11522,11522,11434,4c7c,4bf8,79,79,"ld a,c","ld a,c","ld a,c",math.asm,"LD	A,C		;BINARY EXPONENT"
11523,11523,11435,4c7d,4bf9,fe a1,fe a1,cp $a1,cp $a1,cp $00,math.asm,CP	161
11524,11524,11436,4c7f,4bfb,30 1a,30 1a,"jr nc,$+$1c","jr nc,$+$1c","jr nc,$+$00",math.asm,"JR	NC,STR14"
11525,11525,11437,4c81,4bfd,fe 9b,fe 9b,cp $9b,cp $9b,cp $00,math.asm,CP	155
11526,11526,11438,4c83,4bff,30 25,30 25,"jr nc,$+$27","jr nc,$+$27","jr nc,$+$00",math.asm,"JR	NC,STR15"
11527,11527,11439,4c85,4c01,2f,2f,cpl,cpl,cpl,math.asm,CPL
11528,11528,11440,4c86,4c02,fe e1,fe e1,cp $e1,cp $e1,cp $00,math.asm,CP	225
11529,11529,11441,4c88,4c04,38 02,38 02,"jr c,$+$04","jr c,$+$04","jr c,$+$00",math.asm,"JR	C,STR13"
11530,11530,11442,4c8a,4c06,3e f8,3e f8,"ld a,$f8","ld a,$f8","ld a,$00",math.asm,"LD	A,-8"
11531,11531,11443,4c8c,4c08,c6 1c,c6 1c,"add a,$1c","add a,$1c","add a,$00",math.asm,"STR13:          ADD	A,28"
11532,11532,11444,4c8e,4c0a,cd 79 50,cd f5 4f,call $5079,call $4ff5,call $0000,math.asm,CALL	POWR10
11533,11533,11445,4c91,4c0d,f5,f5,push af,push af,push af,math.asm,PUSH	AF
11534,11534,11446,4c92,4c0e,cd 91 47,cd 0d 47,call $4791,call $470d,call $0000,math.asm,CALL	FMUL
11535,11535,11447,4c95,4c11,f1,f1,pop af,pop af,pop af,math.asm,POP	AF
11536,11536,11448,4c96,4c12,47,47,"ld b,a","ld b,a","ld b,a",math.asm,"LD	B,A"
11537,11537,11449,4c97,4c13,f1,f1,pop af,pop af,pop af,math.asm,POP	AF
11538,11538,11450,4c98,4c14,90,90,sub b,sub b,sub b,math.asm,SUB	B
11539,11539,11451,4c99,4c15,18 e0,18 e0,jr $-$1e,jr $-$1e,jr $-$00,math.asm,JR	STR11
11540,11540,11452,4c9b,4c17,d6 20,d6 20,sub $20,sub $20,sub $00,math.asm,STR14:          SUB	32
11541,11541,11453,4c9d,4c19,cd 79 50,cd f5 4f,call $5079,call $4ff5,call $0000,math.asm,CALL	POWR10
11542,11542,11454,4ca0,4c1c,f5,f5,push af,push af,push af,math.asm,PUSH	AF
11543,11543,11455,4ca1,4c1d,cd 21 47,cd 9d 46,call $4721,call $469d,call $0000,math.asm,CALL	FDIV
11544,11544,11456,4ca4,4c20,f1,f1,pop af,pop af,pop af,math.asm,POP	AF
11545,11545,11457,4ca5,4c21,47,47,"ld b,a","ld b,a","ld b,a",math.asm,"LD	B,A"
11546,11546,11458,4ca6,4c22,f1,f1,pop af,pop af,pop af,math.asm,POP	AF
11547,11547,11459,4ca7,4c23,80,80,"add a,b","add a,b","add a,b",math.asm,"ADD	A,B"
11548,11548,11460,4ca8,4c24,18 d1,18 d1,jr $-$2d,jr $-$2d,jr $-$00,math.asm,JR	STR11
11549,11549,11461,4caa,4c26,3e 09,3e 09,"ld a,$09","ld a,$09","ld a,$00",math.asm,"STR15:          LD	A,9"
11550,11550,11462,4cac,4c28,cd 79 50,cd f5 4f,call $5079,call $4ff5,call $0000,math.asm,CALL	POWR10		;10^9
11551,11551,11463,4caf,4c2b,cd b4 4f,cd 30 4f,call $4fb4,call $4f30,call $0000,math.asm,CALL	FCP0
11552,11552,11464,4cb2,4c2e,79,79,"ld a,c","ld a,c","ld a,c",math.asm,"LD	A,C"
11553,11553,11465,4cb3,4c2f,c1,c1,pop bc,pop bc,pop bc,math.asm,POP	BC
11554,11554,11466,4cb4,4c30,4f,4f,"ld c,a","ld c,a","ld c,a",math.asm,"LD	C,A"
11555,11555,11467,4cb5,4c31,cb fc,cb fc,"set 7,h","set 7,h","set 7,h",math.asm,"SET	7,H		;IMPLIED 1"
11556,11556,11468,4cb7,4c33,dc d6 4f,dc 52 4f,"call c,$4fd6","call c,$4f52","call c,$0000",math.asm,"CALL	C,X10B		;X10, DEC B"
11557,11557,11469,4cba,4c36,d1,d1,pop de,pop de,pop de,math.asm,POP	DE		;RESTORE TEXT POINTER
11558,11558,11470,4cbb,4c37,cb b9,cb b9,"res 7,c","res 7,c","res 7,c",math.asm,"RES	7,C"
11559,11559,11471,4cbd,4c39,3e 00,3e 00,"ld a,$00","ld a,$00","ld a,$00",math.asm,"LD	A,0"
11560,11560,11472,4cbf,4c3b,17,17,rla,rla,rla,math.asm,RLA			;PUT CARRY IN LSB
11561,11561,11473,4cc0,4c3c,0c,0c,inc c,inc c,inc c,math.asm,STR2mat:           INC	C
11562,11562,11474,4cc1,4c3d,08,08,"ex af,af'","ex af,af'","ex af,af'",math.asm,"EX	AF,AF'		;SAVE A"
11563,11563,11475,4cc2,4c3e,78,78,"ld a,b","ld a,b","ld a,b",math.asm,"LD	A,B"
11564,11564,11476,4cc3,4c3f,dd cb 02 4e,dd cb 02 4e,"bit 1,(ix+$02)","bit 1,(ix+$02)","bit 1,(ix+$00)",math.asm,"BIT	1,(IX+2)"
11565,11565,11477,4cc7,4c43,20 08,20 08,"jr nz,$+$0a","jr nz,$+$0a","jr nz,$+$00",math.asm,"JR	NZ,STR20"
11566,11566,11478,4cc9,4c45,af,af,xor a,xor a,xor a,math.asm,XOR	A
11567,11567,11479,4cca,4c46,dd be 01,dd be 01,cp (ix+$01),cp (ix+$01),cp (ix+$00),math.asm,CP	(IX+1)
11568,11568,11480,4ccd,4c49,28 0a,28 0a,"jr z,$+$0c","jr z,$+$0c","jr z,$+$00",math.asm,"JR	Z,STR21"
11569,11569,11481,4ccf,4c4b,3e f6,3e f6,"ld a,$f6","ld a,$f6","ld a,$00",math.asm,"LD	A,-10"
11570,11570,11482,4cd1,4c4d,dd 86 01,dd 86 01,"add a,(ix+$01)","add a,(ix+$01)","add a,(ix+$00)",math.asm,"STR20:          ADD	A,(IX+1)	;SIG. FIG. COUNT"
11571,11571,11483,4cd4,4c50,b7,b7,or a,or a,or a,math.asm,OR	A		;CLEAR CARRY
11572,11572,11484,4cd5,4c51,fa d9 4c,fa 55 4c,"jp m,$4cd9","jp m,$4c55","jp m,$0000",math.asm,"JP	M,STR21"
11573,11573,11485,4cd8,4c54,af,af,xor a,xor a,xor a,math.asm,XOR	A
11574,11574,11486,4cd9,4c55,f5,f5,push af,push af,push af,math.asm,STR21:          PUSH	AF
11575,11575,11487,4cda,4c56,08,08,"ex af,af'","ex af,af'","ex af,af'",math.asm,"EX	AF,AF'		;RESTORE A"
11576,11576,11488,4cdb,4c57,cd ff 4f,cd 7b 4f,call $4fff,call $4f7b,call $0000,math.asm,STR22:          CALL	X2		;RL AHLH'L'
11577,11577,11489,4cde,4c5a,8f,8f,"adc a,a","adc a,a","adc a,a",math.asm,"ADC	A,A"
11578,11578,11490,4cdf,4c5b,fe 0a,fe 0a,cp $0a,cp $0a,cp $00,math.asm,CP	10
11579,11579,11491,4ce1,4c5d,38 05,38 05,"jr c,$+$07","jr c,$+$07","jr c,$+$00",math.asm,"JR	C,STR23"
11580,11580,11492,4ce3,4c5f,d6 0a,d6 0a,sub $0a,sub $0a,sub $00,math.asm,SUB	10
11581,11581,11493,4ce5,4c61,d9,d9,exx,exx,exx,math.asm,EXX
11582,11582,11494,4ce6,4c62,2c,2c,inc l,inc l,inc l,math.asm,INC	L		;SET RESULT BIT
11583,11583,11495,4ce7,4c63,d9,d9,exx,exx,exx,math.asm,EXX
11584,11584,11496,4ce8,4c64,0d,0d,dec c,dec c,dec c,math.asm,STR23:          DEC	C
11585,11585,11497,4ce9,4c65,20 f0,20 f0,"jr nz,$-$0e","jr nz,$-$0e","jr nz,$-$00",math.asm,"JR	NZ,STR22	;32 TIMES"
11586,11586,11498,4ceb,4c67,4f,4f,"ld c,a","ld c,a","ld c,a",math.asm,"LD	C,A		;REMAINDER"
11587,11587,11499,4cec,4c68,7c,7c,"ld a,h","ld a,h","ld a,h",math.asm,"LD	A,H"
11588,11588,11500,4ced,4c69,e6 3f,e6 3f,and $3f,and $3f,and $00,math.asm,AND	3FH		;CLEAR OUT JUNK
11589,11589,11501,4cef,4c6b,67,67,"ld h,a","ld h,a","ld h,a",math.asm,"LD	H,A"
11590,11590,11502,4cf0,4c6c,f1,f1,pop af,pop af,pop af,math.asm,POP	AF
11591,11591,11503,4cf1,4c6d,f2 fe 4c,f2 7a 4c,"jp p,$4cfe","jp p,$4c7a","jp p,$0000",math.asm,"JP	P,STR24"
11592,11592,11504,4cf4,4c70,3c,3c,inc a,inc a,inc a,math.asm,INC	A
11593,11593,11505,4cf5,4c71,20 1c,20 1c,"jr nz,$+$1e","jr nz,$+$1e","jr nz,$+$00",math.asm,"JR	NZ,STR26"
11594,11594,11506,4cf7,4c73,3e 04,3e 04,"ld a,$04","ld a,$04","ld a,$00",math.asm,"LD	A,4"
11595,11595,11507,4cf9,4c75,b9,b9,cp c,cp c,cp c,math.asm,CP	C		;ROUND UP?
11596,11596,11508,4cfa,4c76,3e 00,3e 00,"ld a,$00","ld a,$00","ld a,$00",math.asm,"LD	A,0"
11597,11597,11509,4cfc,4c78,18 15,18 15,jr $+$17,jr $+$17,jr $+$00,math.asm,JR	STR26
11598,11598,11510,4cfe,4c7a,f5,f5,push af,push af,push af,math.asm,STR24:          PUSH	AF
11599,11599,11511,4cff,4c7b,79,79,"ld a,c","ld a,c","ld a,c",math.asm,"LD	A,C"
11600,11600,11512,4d00,4c7c,ce 30,ce 30,"adc a,$30","adc a,$30","adc a,$00",math.asm,"ADC	A,'0'		;ADD CARRY"
11601,11601,11513,4d02,4c7e,fe 30,fe 30,cp $30,cp $30,cp $00,math.asm,CP	'0'
11602,11602,11514,4d04,4c80,28 05,28 05,"jr z,$+$07","jr z,$+$07","jr z,$+$00",math.asm,"JR	Z,STR25		;SUPPRESS ZERO"
11603,11603,11515,4d06,4c82,fe 3a,fe 3a,cp $3a,cp $3a,cp $00,math.asm,CP	'9'+1
11604,11604,11516,4d08,4c84,3f,3f,ccf,ccf,ccf,math.asm,CCF
11605,11605,11517,4d09,4c85,30 08,30 08,"jr nc,$+$0a","jr nc,$+$0a","jr nc,$+$00",math.asm,"JR	NC,STR26"
11606,11606,11518,4d0b,4c87,e3,e3,"ex (sp),hl","ex (sp),hl","ex (sp),hl",math.asm,"STR25:          EX	(SP),HL"
11607,11607,11519,4d0c,4c88,cb 75,cb 75,"bit 6,l","bit 6,l","bit 6,l",math.asm,"BIT	6,L		;ZERO FLAG"
11608,11608,11520,4d0e,4c8a,e3,e3,"ex (sp),hl","ex (sp),hl","ex (sp),hl",math.asm,"EX	(SP),HL"
11609,11609,11521,4d0f,4c8b,20 05,20 05,"jr nz,$+$07","jr nz,$+$07","jr nz,$+$00",math.asm,"JR	NZ,STR27"
11610,11610,11522,4d11,4c8d,3e 30,3e 30,"ld a,$30","ld a,$30","ld a,$00",math.asm,"LD	A,'0'"
11611,11611,11523,4d13,4c8f,3c,3c,inc a,inc a,inc a,math.asm,STR26:          INC	A		;SET +VE
11612,11612,11524,4d14,4c90,3d,3d,dec a,dec a,dec a,math.asm,DEC	A
11613,11613,11525,4d15,4c91,f5,f5,push af,push af,push af,math.asm,PUSH	AF		;PUT ON STACK + CARRY
11614,11614,11526,4d16,4c92,04,04,inc b,inc b,inc b,math.asm,STR27:          INC	B
11615,11615,11527,4d17,4c93,cd 85 4f,cd 01 4f,call $4f85,call $4f01,call $0000,math.asm,CALL	TESTmat		;IS HLH'L' ZERO?
11616,11616,11528,4d1a,4c96,0e 20,0e 20,"ld c,$20","ld c,$20","ld c,$00",math.asm,"LD	C,32"
11617,11617,11529,4d1c,4c98,3e 00,3e 00,"ld a,$00","ld a,$00","ld a,$00",math.asm,"LD	A,0"
11618,11618,11530,4d1e,4c9a,20 bb,20 bb,"jr nz,$-$43","jr nz,$-$43","jr nz,$-$00",math.asm,"JR	NZ,STR22"
11619,11619,11531,4d20,4c9c,f1,f1,pop af,pop af,pop af,math.asm,POP	AF
11620,11620,11532,4d21,4c9d,f5,f5,push af,push af,push af,math.asm,PUSH	AF
11621,11621,11533,4d22,4c9e,3e 00,3e 00,"ld a,$00","ld a,$00","ld a,$00",math.asm,"LD	A,0"
11622,11622,11534,4d24,4ca0,38 b5,38 b5,"jr c,$-$49","jr c,$-$49","jr c,$-$00",math.asm,"JR	C,STR22"
11623,11623,11535,4d26,4ca2,eb,eb,"ex de,hl","ex de,hl","ex de,hl",math.asm,"STR3:           EX	DE,HL		;STRING POINTER"
11624,11624,11536,4d27,4ca3,0e ff,0e ff,"ld c,$ff","ld c,$ff","ld c,$00",math.asm,"LD	C,-1		;FLAG ""E"""
11625,11625,11537,4d29,4ca5,16 01,16 01,"ld d,$01","ld d,$01","ld d,$00",math.asm,"LD	D,1"
11626,11626,11538,4d2b,4ca7,dd 5e 01,dd 5e 01,"ld e,(ix+$01)","ld e,(ix+$01)","ld e,(ix+$00)",math.asm,"LD	E,(IX+1)	;f2"
11627,11627,11539,4d2e,4caa,dd cb 02 46,dd cb 02 46,"bit 0,(ix+$02)","bit 0,(ix+$02)","bit 0,(ix+$00)",math.asm,"BIT	0,(IX+2)"
11628,11628,11540,4d32,4cae,20 32,20 32,"jr nz,$+$34","jr nz,$+$34","jr nz,$+$00",math.asm,"JR	NZ,STR34	;E MODE"
11629,11629,11541,4d34,4cb0,dd cb 02 4e,dd cb 02 4e,"bit 1,(ix+$02)","bit 1,(ix+$02)","bit 1,(ix+$00)",math.asm,"BIT	1,(IX+2)"
11630,11630,11542,4d38,4cb4,28 11,28 11,"jr z,$+$13","jr z,$+$13","jr z,$+$00",math.asm,"JR	Z,STR31"
